flow_id,start_time,end_time,duration,src_ip,sport,dst_ip,dport,proto,service,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,local_orig,local_resp,attack_id,attack,phase
f27,952440721.725888,952440721.725888,0.0,202.77.162.213,8,172.16.112.243,0,icmp,-,0,0,1,0,OTH,F,T,774,1,1
f28,952440720.450729,952440720.450729,0.0,202.77.162.213,8,172.16.112.193,0,icmp,-,0,0,1,0,OTH,F,T,723,1,1
f29,952440720.425285,952440720.425285,0.0,202.77.162.213,8,172.16.112.192,0,icmp,-,0,0,1,0,OTH,F,T,722,1,1
f30,952440720.399533,952440720.399533,0.0,202.77.162.213,8,172.16.112.191,0,icmp,-,0,0,1,0,OTH,F,T,721,1,1
f31,952440720.373839,952440720.373839,0.0,202.77.162.213,8,172.16.112.190,0,icmp,-,0,0,1,0,OTH,F,T,720,1,1
f32,952440720.245654,952440720.245654,0.0,202.77.162.213,8,172.16.112.185,0,icmp,-,0,0,1,0,OTH,F,T,715,1,1
f33,952440720.220266,952440720.220266,0.0,202.77.162.213,8,172.16.112.184,0,icmp,-,0,0,1,0,OTH,F,T,714,1,1
f34,952440720.092985,952440720.092985,0.0,202.77.162.213,8,172.16.112.179,0,icmp,-,0,0,1,0,OTH,F,T,709,1,1
f35,952440720.067618,952440720.067618,0.0,202.77.162.213,8,172.16.112.178,0,icmp,-,0,0,1,0,OTH,F,T,708,1,1
f36,952440720.042297,952440720.042297,0.0,202.77.162.213,8,172.16.112.177,0,icmp,-,0,0,1,0,OTH,F,T,707,1,1
f37,952440720.016845,952440720.016845,0.0,202.77.162.213,8,172.16.112.176,0,icmp,-,0,0,1,0,OTH,F,T,706,1,1
f38,952440719.99131,952440719.99131,0.0,202.77.162.213,8,172.16.112.175,0,icmp,-,0,0,1,0,OTH,F,T,705,1,1
f39,952440719.965848,952440719.965848,0.0,202.77.162.213,8,172.16.112.174,0,icmp,-,0,0,1,0,OTH,F,T,704,1,1
f40,952440719.940398,952440719.940398,0.0,202.77.162.213,8,172.16.112.173,0,icmp,-,0,0,1,0,OTH,F,T,703,1,1
f41,952440719.889403,952440719.889403,0.0,202.77.162.213,8,172.16.112.171,0,icmp,-,0,0,1,0,OTH,F,T,701,1,1
f42,952440719.838368,952440719.838368,0.0,202.77.162.213,8,172.16.112.169,0,icmp,-,0,0,1,0,OTH,F,T,699,1,1
f43,952440719.736637,952440719.736637,0.0,202.77.162.213,8,172.16.112.165,0,icmp,-,0,0,1,0,OTH,F,T,695,1,1
f44,952440719.711152,952440719.711152,0.0,202.77.162.213,8,172.16.112.164,0,icmp,-,0,0,1,0,OTH,F,T,694,1,1
f45,952440719.635047,952440719.635047,0.0,202.77.162.213,8,172.16.112.161,0,icmp,-,0,0,1,0,OTH,F,T,691,1,1
f46,952440719.558798,952440719.558798,0.0,202.77.162.213,8,172.16.112.158,0,icmp,-,0,0,1,0,OTH,F,T,688,1,1
f47,952440719.533377,952440719.533377,0.0,202.77.162.213,8,172.16.112.157,0,icmp,-,0,0,1,0,OTH,F,T,687,1,1
f48,952440719.507965,952440719.507965,0.0,202.77.162.213,8,172.16.112.156,0,icmp,-,0,0,1,0,OTH,F,T,686,1,1
f49,952440719.456719,952440719.456719,0.0,202.77.162.213,8,172.16.112.154,0,icmp,-,0,0,1,0,OTH,F,T,684,1,1
f50,952440719.43121,952440719.43121,0.0,202.77.162.213,8,172.16.112.153,0,icmp,-,0,0,1,0,OTH,F,T,683,1,1
f51,952440719.380139,952440719.380139,0.0,202.77.162.213,8,172.16.112.151,0,icmp,-,0,0,1,0,OTH,F,T,681,1,1
f52,952440719.354523,952440719.354523,0.0,202.77.162.213,8,172.16.112.150,0,icmp,-,0,0,1,0,OTH,F,T,680,1,1
f53,952440719.329047,952440719.329047,0.0,202.77.162.213,8,172.16.112.149,0,icmp,-,0,0,1,0,OTH,F,T,679,1,1
f54,952440719.278122,952440719.278122,0.0,202.77.162.213,8,172.16.112.147,0,icmp,-,0,0,1,0,OTH,F,T,677,1,1
f55,952440719.252651,952440719.252651,0.0,202.77.162.213,8,172.16.112.146,0,icmp,-,0,0,1,0,OTH,F,T,676,1,1
f56,952440719.201896,952440719.201896,0.0,202.77.162.213,8,172.16.112.144,0,icmp,-,0,0,1,0,OTH,F,T,674,1,1
f57,952440719.176409,952440719.176409,0.0,202.77.162.213,8,172.16.112.143,0,icmp,-,0,0,1,0,OTH,F,T,673,1,1
f58,952440719.914869,952440719.914869,0.0,202.77.162.213,8,172.16.112.172,0,icmp,-,0,0,1,0,OTH,F,T,702,1,1
f59,952440719.074476,952440719.074476,0.0,202.77.162.213,8,172.16.112.139,0,icmp,-,0,0,1,0,OTH,F,T,669,1,1
f60,952440719.049007,952440719.049007,0.0,202.77.162.213,8,172.16.112.138,0,icmp,-,0,0,1,0,OTH,F,T,668,1,1
f61,952440718.9981,952440718.9981,0.0,202.77.162.213,8,172.16.112.136,0,icmp,-,0,0,1,0,OTH,F,T,666,1,1
f62,952440718.895841,952440718.895841,0.0,202.77.162.213,8,172.16.112.132,0,icmp,-,0,0,1,0,OTH,F,T,662,1,1
f63,952440718.870136,952440718.870136,0.0,202.77.162.213,8,172.16.112.131,0,icmp,-,0,0,1,0,OTH,F,T,661,1,1
f64,952440718.844599,952440718.844599,0.0,202.77.162.213,8,172.16.112.130,0,icmp,-,0,0,1,0,OTH,F,T,660,1,1
f65,952440718.819216,952440718.819216,0.0,202.77.162.213,8,172.16.112.129,0,icmp,-,0,0,1,0,OTH,F,T,659,1,1
f66,952440718.768354,952440718.768354,0.0,202.77.162.213,8,172.16.112.127,0,icmp,-,0,0,1,0,OTH,F,T,657,1,1
f67,952440721.904005,952440721.904005,0.0,202.77.162.213,8,172.16.112.250,0,icmp,-,0,0,1,0,OTH,F,T,781,1,1
f68,952440718.742855,952440718.742855,0.0,202.77.162.213,8,172.16.112.126,0,icmp,-,0,0,1,0,OTH,F,T,656,1,1
f69,952440718.71755,952440718.71755,0.0,202.77.162.213,8,172.16.112.125,0,icmp,-,0,0,1,0,OTH,F,T,655,1,1
f70,952440718.641202,952440718.641202,0.0,202.77.162.213,8,172.16.112.122,0,icmp,-,0,0,1,0,OTH,F,T,652,1,1
f71,952440718.615759,952440718.615759,0.0,202.77.162.213,8,172.16.112.121,0,icmp,-,0,0,1,0,OTH,F,T,651,1,1
f72,952440718.590353,952440718.590353,0.0,202.77.162.213,8,172.16.112.120,0,icmp,-,0,0,1,0,OTH,F,T,650,1,1
f73,952440718.51395,952440718.51395,0.0,202.77.162.213,8,172.16.112.117,0,icmp,-,0,0,1,0,OTH,F,T,647,1,1
f74,952440718.488605,952440718.488605,0.0,202.77.162.213,8,172.16.112.116,0,icmp,-,0,0,1,0,OTH,F,T,646,1,1
f75,952440718.463123,952440718.463123,0.0,202.77.162.213,8,172.16.112.115,0,icmp,-,0,0,1,0,OTH,F,T,645,1,1
f76,952440721.240843,952440721.240843,0.0,202.77.162.213,8,172.16.112.224,0,icmp,-,0,0,1,0,OTH,F,T,755,1,1
f77,952440718.437634,952440718.437634,0.0,202.77.162.213,8,172.16.112.114,0,icmp,-,0,0,1,0,OTH,F,T,644,1,1
f78,952440718.412373,952440718.412373,0.0,202.77.162.213,8,172.16.112.113,0,icmp,-,0,0,1,0,OTH,F,T,643,1,1
f79,952440718.361193,952440718.361193,0.0,202.77.162.213,8,172.16.112.111,0,icmp,-,0,0,1,0,OTH,F,T,641,1,1
f80,952440718.335467,952440718.335467,0.0,202.77.162.213,8,172.16.112.110,0,icmp,-,0,0,1,0,OTH,F,T,640,1,1
f81,952440718.309983,952440718.309983,0.0,202.77.162.213,8,172.16.112.109,0,icmp,-,0,0,1,0,OTH,F,T,639,1,1
f82,952440718.259118,952440718.259118,0.0,202.77.162.213,8,172.16.112.107,0,icmp,-,0,0,1,0,OTH,F,T,637,1,1
f83,952440718.233809,952440718.233809,0.0,202.77.162.213,8,172.16.112.106,0,icmp,-,0,0,1,0,OTH,F,T,636,1,1
f84,952440719.151109,952440719.151109,0.0,202.77.162.213,8,172.16.112.142,0,icmp,-,0,0,1,0,OTH,F,T,672,1,1
f85,952440718.182616,952440718.182616,0.0,202.77.162.213,8,172.16.112.104,0,icmp,-,0,0,1,0,OTH,F,T,633,1,1
f86,952440720.985893,952440720.985893,0.0,202.77.162.213,8,172.16.112.214,0,icmp,-,0,0,1,0,OTH,F,T,745,1,1
f87,952440718.157172,952440718.157172,0.0,202.77.162.213,8,172.16.112.103,0,icmp,-,0,0,1,0,OTH,F,T,632,1,1
f88,952440718.054868,952440718.054868,0.0,202.77.162.213,8,172.16.112.99,0,icmp,-,0,0,1,0,OTH,F,T,627,1,1
f89,952440717.978449,952440717.978449,0.0,202.77.162.213,8,172.16.112.96,0,icmp,-,0,0,1,0,OTH,F,T,624,1,1
f90,952440717.850305,952440717.850305,0.0,202.77.162.213,8,172.16.112.91,0,icmp,-,0,0,1,0,OTH,F,T,619,1,1
f91,952440717.774075,952440717.774075,0.0,202.77.162.213,8,172.16.112.88,0,icmp,-,0,0,1,0,OTH,F,T,616,1,1
f92,952440720.807659,952440720.807659,0.0,202.77.162.213,8,172.16.112.207,0,icmp,-,0,0,1,0,OTH,F,T,738,1,1
f93,952440717.748672,952440717.748672,0.0,202.77.162.213,8,172.16.112.87,0,icmp,-,0,0,1,0,OTH,F,T,615,1,1
f94,952440717.697938,952440717.697938,0.0,202.77.162.213,8,172.16.112.85,0,icmp,-,0,0,1,0,OTH,F,T,613,1,1
f95,952440717.647208,952440717.647208,0.0,202.77.162.213,8,172.16.112.83,0,icmp,-,0,0,1,0,OTH,F,T,611,1,1
f96,952440720.65449,952440720.65449,0.0,202.77.162.213,8,172.16.112.201,0,icmp,-,0,0,1,0,OTH,F,T,732,1,1
f97,952440717.545058,952440717.545058,0.0,202.77.162.213,8,172.16.112.79,0,icmp,-,0,0,1,0,OTH,F,T,607,1,1
f98,952440717.519541,952440717.519541,0.0,202.77.162.213,8,172.16.112.78,0,icmp,-,0,0,1,0,OTH,F,T,606,1,1
f99,952440717.494025,952440717.494025,0.0,202.77.162.213,8,172.16.112.77,0,icmp,-,0,0,1,0,OTH,F,T,605,1,1
f100,952440717.46856,952440717.46856,0.0,202.77.162.213,8,172.16.112.76,0,icmp,-,0,0,1,0,OTH,F,T,604,1,1
f101,952440717.392019,952440717.392019,0.0,202.77.162.213,8,172.16.112.73,0,icmp,-,0,0,1,0,OTH,F,T,601,1,1
f102,952440717.3663,952440717.3663,0.0,202.77.162.213,8,172.16.112.72,0,icmp,-,0,0,1,0,OTH,F,T,600,1,1
f103,952440717.289757,952440717.289757,0.0,202.77.162.213,8,172.16.112.69,0,icmp,-,0,0,1,0,OTH,F,T,597,1,1
f104,952440717.26433,952440717.26433,0.0,202.77.162.213,8,172.16.112.68,0,icmp,-,0,0,1,0,OTH,F,T,596,1,1
f105,952440717.187797,952440717.187797,0.0,202.77.162.213,8,172.16.112.65,0,icmp,-,0,0,1,0,OTH,F,T,593,1,1
f106,952440719.099945,952440719.099945,0.0,202.77.162.213,8,172.16.112.140,0,icmp,-,0,0,1,0,OTH,F,T,670,1,1
f107,952440717.111062,952440717.111062,0.0,202.77.162.213,8,172.16.112.62,0,icmp,-,0,0,1,0,OTH,F,T,590,1,1
f108,952440717.059753,952440717.059753,0.0,202.77.162.213,8,172.16.112.60,0,icmp,-,0,0,1,0,OTH,F,T,588,1,1
f109,952440717.570769,952440717.570769,0.0,202.77.162.213,8,172.16.112.80,0,icmp,-,0,0,1,0,OTH,F,T,608,1,1
f110,952440717.03421,952440717.03421,0.0,202.77.162.213,8,172.16.112.59,0,icmp,-,0,0,1,0,OTH,F,T,587,1,1
f111,952440717.008635,952440717.008635,0.0,202.77.162.213,8,172.16.112.58,0,icmp,-,0,0,1,0,OTH,F,T,586,1,1
f112,952440716.957591,952440716.957591,0.0,202.77.162.213,8,172.16.112.56,0,icmp,-,0,0,1,0,OTH,F,T,584,1,1
f113,952440716.932116,952440716.932116,0.0,202.77.162.213,8,172.16.112.55,0,icmp,-,0,0,1,0,OTH,F,T,583,1,1
f114,952440716.906645,952440716.906645,0.0,202.77.162.213,8,172.16.112.54,0,icmp,-,0,0,1,0,OTH,F,T,582,1,1
f115,952440716.830325,952440716.830325,0.0,202.77.162.213,8,172.16.112.51,0,icmp,-,0,0,1,0,OTH,F,T,579,1,1
f116,952440716.779035,952440716.779035,0.0,202.77.162.213,8,172.16.112.49,0,icmp,-,0,0,1,0,OTH,F,T,576,1,1
f117,952440716.651633,952440716.651633,0.0,202.77.162.213,8,172.16.112.44,0,icmp,-,0,0,1,0,OTH,F,T,571,1,1
f118,952440716.575176,952440716.575176,0.0,202.77.162.213,8,172.16.112.41,0,icmp,-,0,0,1,0,OTH,F,T,568,1,1
f119,952440716.549487,952440716.549487,0.0,202.77.162.213,8,172.16.112.40,0,icmp,-,0,0,1,0,OTH,F,T,567,1,1
f120,952440716.52395,952440716.52395,0.0,202.77.162.213,8,172.16.112.39,0,icmp,-,0,0,1,0,OTH,F,T,566,1,1
f121,952440716.498653,952440716.498653,0.0,202.77.162.213,8,172.16.112.38,0,icmp,-,0,0,1,0,OTH,F,T,565,1,1
f122,952440716.47317,952440716.47317,0.0,202.77.162.213,8,172.16.112.37,0,icmp,-,0,0,1,0,OTH,F,T,564,1,1
f123,952440716.447865,952440716.447865,0.0,202.77.162.213,8,172.16.112.36,0,icmp,-,0,0,1,0,OTH,F,T,563,1,1
f124,952440716.422397,952440716.422397,0.0,202.77.162.213,8,172.16.112.35,0,icmp,-,0,0,1,0,OTH,F,T,562,1,1
f125,952440716.37158,952440716.37158,0.0,202.77.162.213,8,172.16.112.33,0,icmp,-,0,0,1,0,OTH,F,T,560,1,1
f126,952440721.291868,952440721.291868,0.0,202.77.162.213,8,172.16.112.226,0,icmp,-,0,0,1,0,OTH,F,T,757,1,1
f127,952440716.346155,952440716.346155,0.0,202.77.162.213,8,172.16.112.32,0,icmp,-,0,0,1,0,OTH,F,T,559,1,1
f128,952440716.295069,952440716.295069,0.0,202.77.162.213,8,172.16.112.30,0,icmp,-,0,0,1,0,OTH,F,T,557,1,1
f129,952440716.269627,952440716.269627,0.0,202.77.162.213,8,172.16.112.29,0,icmp,-,0,0,1,0,OTH,F,T,556,1,1
f130,952440702.353086,952440702.353086,0.0,202.77.162.213,8,172.16.115.250,0,icmp,-,0,0,1,0,OTH,F,T,253,1,1
f131,952440718.207941,952440718.2217232,0.013782,202.77.162.213,8,172.16.112.105,0,icmp,-,10,10,1,1,OTH,F,T,634,1,1
f132,952440712.42118,952440712.42118,0.0,202.77.162.213,8,172.16.113.135,0,icmp,-,0,0,1,0,OTH,F,T,405,1,1
f133,952440714.507826,952440714.507826,0.0,202.77.162.213,8,172.16.113.217,0,icmp,-,0,0,1,0,OTH,F,T,488,1,1
f134,952440717.136684,952440717.136684,0.0,202.77.162.213,8,172.16.112.63,0,icmp,-,0,0,1,0,OTH,F,T,591,1,1
f135,952440696.233547,952440696.233547,0.0,202.77.162.213,8,172.16.115.9,0,icmp,-,0,0,1,0,OTH,F,T,10,1,1
f136,952440709.570045,952440709.570045,0.0,202.77.162.213,8,172.16.113.23,0,icmp,-,0,0,1,0,OTH,F,T,291,1,1
f137,952440702.123403,952440702.123403,0.0,202.77.162.213,8,172.16.115.241,0,icmp,-,0,0,1,0,OTH,F,T,244,1,1
f138,952440701.97035,952440701.97035,0.0,202.77.162.213,8,172.16.115.235,0,icmp,-,0,0,1,0,OTH,F,T,238,1,1
f139,952440697.172351,952440697.172351,0.0,202.77.162.213,8,172.16.115.46,0,icmp,-,0,0,1,0,OTH,F,T,48,1,1
f140,952440712.981946,952440712.981946,0.0,202.77.162.213,8,172.16.113.157,0,icmp,-,0,0,1,0,OTH,F,T,428,1,1
f141,952440701.81758,952440701.81758,0.0,202.77.162.213,8,172.16.115.229,0,icmp,-,0,0,1,0,OTH,F,T,232,1,1
f142,952440719.303609,952440719.303609,0.0,202.77.162.213,8,172.16.112.148,0,icmp,-,0,0,1,0,OTH,F,T,678,1,1
f143,952440711.988961,952440711.988961,0.0,202.77.162.213,8,172.16.113.118,0,icmp,-,0,0,1,0,OTH,F,T,388,1,1
f144,952440719.023567,952440719.023567,0.0,202.77.162.213,8,172.16.112.137,0,icmp,-,0,0,1,0,OTH,F,T,667,1,1
f145,952440701.792192,952440701.792192,0.0,202.77.162.213,8,172.16.115.228,0,icmp,-,0,0,1,0,OTH,F,T,231,1,1
f146,952440698.542946,952440698.542946,0.0,202.77.162.213,8,172.16.115.100,0,icmp,-,0,0,1,0,OTH,F,T,103,1,1
f147,952440701.715817,952440701.715817,0.0,202.77.162.213,8,172.16.115.225,0,icmp,-,0,0,1,0,OTH,F,T,228,1,1
f148,952440702.149107,952440702.149107,0.0,202.77.162.213,8,172.16.115.242,0,icmp,-,0,0,1,0,OTH,F,T,245,1,1
f149,952440718.131785,952440718.131785,0.0,202.77.162.213,8,172.16.112.102,0,icmp,-,0,0,1,0,OTH,F,T,631,1,1
f150,952440716.983173,952440716.983173,0.0,202.77.162.213,8,172.16.112.57,0,icmp,-,0,0,1,0,OTH,F,T,585,1,1
f151,952440701.614202,952440701.614202,0.0,202.77.162.213,8,172.16.115.221,0,icmp,-,0,0,1,0,OTH,F,T,224,1,1
f152,952440701.563516,952440701.563516,0.0,202.77.162.213,8,172.16.115.219,0,icmp,-,0,0,1,0,OTH,F,T,222,1,1
f153,952440701.538086,952440701.538086,0.0,202.77.162.213,8,172.16.115.218,0,icmp,-,0,0,1,0,OTH,F,T,221,1,1
f154,952440701.639561,952440701.639561,0.0,202.77.162.213,8,172.16.115.222,0,icmp,-,0,0,1,0,OTH,F,T,225,1,1
f155,952440701.487455,952440701.487455,0.0,202.77.162.213,8,172.16.115.216,0,icmp,-,0,0,1,0,OTH,F,T,219,1,1
f156,952440716.626047,952440716.626047,0.0,202.77.162.213,8,172.16.112.43,0,icmp,-,0,0,1,0,OTH,F,T,570,1,1
f157,952440714.558772,952440714.558772,0.0,202.77.162.213,8,172.16.113.219,0,icmp,-,0,0,1,0,OTH,F,T,490,1,1
f158,952440701.411527,952440701.411527,0.0,202.77.162.213,8,172.16.115.213,0,icmp,-,0,0,1,0,OTH,F,T,216,1,1
f159,952440700.980007,952440700.980007,0.0,202.77.162.213,8,172.16.115.196,0,icmp,-,0,0,1,0,OTH,F,T,199,1,1
f160,952440717.417561,952440717.417561,0.0,202.77.162.213,8,172.16.112.74,0,icmp,-,0,0,1,0,OTH,F,T,602,1,1
f161,952440701.386148,952440701.386148,0.0,202.77.162.213,8,172.16.115.212,0,icmp,-,0,0,1,0,OTH,F,T,215,1,1
f162,952440701.360775,952440701.360775,0.0,202.77.162.213,8,172.16.115.211,0,icmp,-,0,0,1,0,OTH,F,T,214,1,1
f163,952440701.868439,952440701.868439,0.0,202.77.162.213,8,172.16.115.231,0,icmp,-,0,0,1,0,OTH,F,T,234,1,1
f164,952440702.711224,952440702.7114,0.000176,202.77.162.213,8,172.16.114.10,0,icmp,-,10,10,1,1,OTH,F,T,260,1,1
f165,952440715.016284,952440715.016284,0.0,202.77.162.213,8,172.16.113.237,0,icmp,-,0,0,1,0,OTH,F,T,508,1,1
f166,952440701.208573,952440701.208573,0.0,202.77.162.213,8,172.16.115.205,0,icmp,-,0,0,1,0,OTH,F,T,208,1,1
f167,952440720.194551,952440720.194551,0.0,202.77.162.213,8,172.16.112.183,0,icmp,-,0,0,1,0,OTH,F,T,713,1,1
f168,952440713.820344,952440713.820344,0.0,202.77.162.213,8,172.16.113.190,0,icmp,-,0,0,1,0,OTH,F,T,461,1,1
f169,952440701.106977,952440701.106977,0.0,202.77.162.213,8,172.16.115.201,0,icmp,-,0,0,1,0,OTH,F,T,204,1,1
f170,952440700.776968,952440700.776968,0.0,202.77.162.213,8,172.16.115.188,0,icmp,-,0,0,1,0,OTH,F,T,191,1,1
f171,952440702.378361,952440702.378361,0.0,202.77.162.213,8,172.16.115.251,0,icmp,-,0,0,1,0,OTH,F,T,254,1,1
f172,952440702.25077,952440702.25077,0.0,202.77.162.213,8,172.16.115.246,0,icmp,-,0,0,1,0,OTH,F,T,249,1,1
f173,952440697.630123,952440697.630123,0.0,202.77.162.213,8,172.16.115.64,0,icmp,-,0,0,1,0,OTH,F,T,66,1,1
f174,952440699.049809,952440699.049809,0.0,202.77.162.213,8,172.16.115.120,0,icmp,-,0,0,1,0,OTH,F,T,123,1,1
f175,952440711.428957,952440711.428957,0.0,202.77.162.213,8,172.16.113.96,0,icmp,-,0,0,1,0,OTH,F,T,365,1,1
f176,952440721.138744,952440721.138744,0.0,202.77.162.213,8,172.16.112.220,0,icmp,-,0,0,1,0,OTH,F,T,751,1,1
f177,952440700.954513,952440700.954513,0.0,202.77.162.213,8,172.16.115.195,0,icmp,-,0,0,1,0,OTH,F,T,198,1,1
f178,952440717.213275,952440717.213275,0.0,202.77.162.213,8,172.16.112.66,0,icmp,-,0,0,1,0,OTH,F,T,594,1,1
f179,952440701.588789,952440701.588789,0.0,202.77.162.213,8,172.16.115.220,0,icmp,-,0,0,1,0,OTH,F,T,223,1,1
f180,952440711.225253,952440711.225253,0.0,202.77.162.213,8,172.16.113.88,0,icmp,-,0,0,1,0,OTH,F,T,357,1,1
f181,952440711.708841,952440711.708841,0.0,202.77.162.213,8,172.16.113.107,0,icmp,-,0,0,1,0,OTH,F,T,377,1,1
f182,952440700.852999,952440700.852999,0.0,202.77.162.213,8,172.16.115.191,0,icmp,-,0,0,1,0,OTH,F,T,194,1,1
f183,952440700.165938,952440700.165938,0.0,202.77.162.213,8,172.16.115.164,0,icmp,-,0,0,1,0,OTH,F,T,167,1,1
f184,952440709.264854,952440709.264854,0.0,202.77.162.213,8,172.16.113.11,0,icmp,-,0,0,1,0,OTH,F,T,279,1,1
f185,952440700.802309,952440700.802309,0.0,202.77.162.213,8,172.16.115.189,0,icmp,-,0,0,1,0,OTH,F,T,192,1,1
f186,952440713.871159,952440713.871159,0.0,202.77.162.213,8,172.16.113.192,0,icmp,-,0,0,1,0,OTH,F,T,463,1,1
f187,952440700.624314,952440700.624314,0.0,202.77.162.213,8,172.16.115.182,0,icmp,-,0,0,1,0,OTH,F,T,185,1,1
f188,952440719.761988,952440719.761988,0.0,202.77.162.213,8,172.16.112.166,0,icmp,-,0,0,1,0,OTH,F,T,696,1,1
f189,952440700.598845,952440700.598845,0.0,202.77.162.213,8,172.16.115.181,0,icmp,-,0,0,1,0,OTH,F,T,184,1,1
f190,952440709.163378,952440709.163378,0.0,202.77.162.213,8,172.16.113.7,0,icmp,-,0,0,1,0,OTH,F,T,275,1,1
f191,952440720.603548,952440720.603548,0.0,202.77.162.213,8,172.16.112.199,0,icmp,-,0,0,1,0,OTH,F,T,730,1,1
f192,952440719.405688,952440719.405688,0.0,202.77.162.213,8,172.16.112.152,0,icmp,-,0,0,1,0,OTH,F,T,682,1,1
f193,952440712.624602,952440712.624602,0.0,202.77.162.213,8,172.16.113.143,0,icmp,-,0,0,1,0,OTH,F,T,413,1,1
f194,952440700.522258,952440700.522258,0.0,202.77.162.213,8,172.16.115.178,0,icmp,-,0,0,1,0,OTH,F,T,181,1,1
f195,952440712.319255,952440712.319255,0.0,202.77.162.213,8,172.16.113.131,0,icmp,-,0,0,1,0,OTH,F,T,401,1,1
f196,952440721.164295,952440721.164295,0.0,202.77.162.213,8,172.16.112.221,0,icmp,-,0,0,1,0,OTH,F,T,752,1,1
f197,952440700.344367,952440700.344367,0.0,202.77.162.213,8,172.16.115.171,0,icmp,-,0,0,1,0,OTH,F,T,174,1,1
f198,952440698.872319,952440698.872319,0.0,202.77.162.213,8,172.16.115.113,0,icmp,-,0,0,1,0,OTH,F,T,116,1,1
f199,952440700.318552,952440700.318552,0.0,202.77.162.213,8,172.16.115.170,0,icmp,-,0,0,1,0,OTH,F,T,173,1,1
